Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue id,Venue price level,Venue Rating,Total user ratings,Venue Category
Dublin 6,53.32255600000001,-6.265288,BFCD Chartered Accountants and Registered Auditors,53.322711700000006,-6.2639407,f5f54810ff3777843154c396db8ba686933daa0d,0,0.0,0,"['accounting', 'finance', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.265288,McGill Construction,53.3190416,-6.2667047999999985,f2facae7524db871b261600b1d2f57cd7c4487e1,0,0.0,0,"['general_contractor', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.265288,Amazon Artificial Grass,53.319582,-6.276975000000001,e616393e0d033625947e2ed6952fef85c94bab79,0,4.5,25,"['park', 'general_contractor', 'point_of_interest', 'store', 'establishment']"
Dublin 6,53.32255600000001,-6.265288,Traffic Management Draughting,53.3247805,-6.274334400000001,ba4dba457d70f2b101ba439e93a0afd863f0075d,0,0.0,0,"['point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.265288,Burnt Chrome,53.321478500000005,-6.266073400000001,a053ee264549fdf228f1132e32636ff048b21e18,0,0.0,0,"['point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Travelodge Dublin City Centre Rathmines,53.32508850000001,-6.2650023999999975,5593b97899442482c65829b5095be79c9e05b5ee,0,3.9,356,"['lodging', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Uppercross House Hotel,53.32085299999999,-6.2651901,c0f3f7aa729c6ea3bdf4bcfd680a67913c6d5f93,0,4.2,269,"['lodging', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Portobello Hotel,53.3303119,-6.2638565999999996,fbba00d066b2b18f57dc649538a853284b7c9494,0,3.9,704,"['lodging', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,D-6 Studios,53.3186578,-6.2699509,772759c8b6926c297be41aefbda92dd1c2a289f0,0,5.0,1,"['lodging', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Lasowe Love,53.319585499999995,-6.2563879,fd4151212642b3b618bbc0796b32acf79edc20d1,0,0.0,0,"['lodging', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Swan Shopping Centre,53.32277779999999,-6.2644445,4276b0169b680def0b2b37d4740cae032649f0bf,0,4.0,1593,"['shopping_mall', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Guesthouse Sallymount Avenue,53.3252236,-6.2512344,5dff2d0682cf6ddc1f16a8916abae3da047ea0e6,0,4.2,5,"['lodging', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Lidl,53.3257014,-6.2652895,d0b9ab9757257837d9afe173030444f41dca0afc,0,4.2,971,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Butcher Grill,53.324326899999996,-6.2524501,fc7f4394016ead2190bdd97ca47fa47377464280,3,4.7,420,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Tesco Metro,53.3210126,-6.2659235,549b3193be86f36a7baa52c922f5c5d5b9f6cb89,1,3.8,263,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Kinara Kitchen,53.3257241,-6.255564499999998,f5c5b2f1e01ea24b06b15189c09909129643a378,2,4.4,417,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Mario's Italian Restaurant,53.324897,-6.254391999999998,b30efadc51c52a2f5c25025fa713024ff270aec4,2,4.2,450,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Four Star Pizza Ranelagh,53.3239966,-6.251403100000001,7285fdaf9ea9d7425a2bc0ece87debbfa8e6937a,0,4.1,89,"['meal_delivery', 'food', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,MyMind (Dublin 6),53.325506000000004,-6.265333,1473e44d5b8ad76e46cf94858b895b17dc783fb7,0,4.7,18,"['health', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Bombay Pantry Rathmines,53.321598400000006,-6.2671529,6f44a54a1c07624f881af87e0f77f24d98a90cd5,0,3.6,71,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,John Hayes Cars,53.32003829999999,-6.2637806,7bf1b6f0e13bc1356132c9b12b2b1d43d7cdfc4c,0,4.7,48,"['car_dealer', 'point_of_interest', 'store', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Copán,53.3218115,-6.265598299999999,788f0f0caee8dd7f76b8e8a05a3b1895ed491e42,2,3.9,835,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,chimneysweeps.ie,53.32362679999999,-6.2547932999999984,ea858a627eb4a6ce41295f8c84fcf23e4797cacc,0,0.0,0,"['point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Eamon O'Boyle and Associates,53.32490560000001,-6.2554151,f7b69b8474ccf9cc1676867f5c3468185a8e9dc4,0,0.0,0,"['point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,White Crane Kung Fu & Tai Chi,53.32681789999999,-6.2577713,069f2360cfbe6816605cc7c2e444196d7dee94d7,0,5.0,2,"['gym', 'health', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Karen Costin Acupuncture,53.324633999999996,-6.253745999999999,79154dc3508ef235bd34124d5323c7fb6a91ee82,0,4.6,8,"['health', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Ranelagh Village Dental,53.3248498,-6.253331999999999,5d0c0d2f097eef7529d58ca0c456447826338d09,0,4.6,34,"['dentist', 'health', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Rathmines Glass,53.32036,-6.2655835,1f8f0a0700de1eee507a37b6075aa5e07e690df7,0,4.4,28,"['general_contractor', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Studio 3 Architecture,53.3241239,-6.261437000000001,7fe7f5fb8e4d6c1d7f7d429573a744cc1e4b4890,0,0.0,0,"['point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Bourkes Allcare Pharmacy,53.32342140000001,-6.265321299999999,4a619c0b9d184de0a7361d6dda576dd3a8ef5741,0,5.0,1,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Sean McDonnell Solicitors,53.32311900000001,-6.2657538,95f0bb2ec7d0e6524ea6f191df433daf8f36f4c1,0,4.0,4,"['lawyer', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,D6 Dental,53.32071759999999,-6.267664,84d14a77504382429bd3443873016c2ed2a1d5c4,0,5.0,41,"['dentist', 'health', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,GreenCross Publishing Ltd,53.326292200000005,-6.2652727,51c5410fa2803a866657590c0213fe8c1226539c,0,0.0,0,"['point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,BFCD Chartered Accountants and Registered Auditors,53.322711700000006,-6.2639407,f5f54810ff3777843154c396db8ba686933daa0d,0,0.0,0,"['accounting', 'finance', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,HNS Computer Clinic (Rathmines),53.32648529999999,-6.265149099999999,b1df1489941bc24275d879477805364806de704d,0,0.0,0,"['point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Rathmines Pain & Injury Clinic,53.3249073,-6.265673400000002,f9ebe527605b37fbfb14e1919505bbb964eba89f,0,5.0,16,"['physiotherapist', 'health', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.257723,Motherboard,53.3191406,-6.2666933,0a0dd80223c225abd2d3ac96e700293991ec2e29,0,5.0,4,"['point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,Bloomfield Park Apartments,53.32612629999999,-6.244472199999999,34c819b53ef4ed826b9b6acedcaa6cefd3df6e01,0,4.6,8,"['point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,Abbeyleigh House,53.329905000000004,-6.250930999999999,21177b8c609c4e3ef404b74c101ca9f01e1ba05d,0,3.3,15,"['lodging', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,Lasowe Love,53.319585499999995,-6.2563879,fd4151212642b3b618bbc0796b32acf79edc20d1,0,0.0,0,"['lodging', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,Guesthouse Sallymount Avenue,53.3252236,-6.2512344,5dff2d0682cf6ddc1f16a8916abae3da047ea0e6,0,4.2,5,"['lodging', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,Butcher Grill,53.324326899999996,-6.2524501,fc7f4394016ead2190bdd97ca47fa47377464280,3,4.7,420,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,Kinara Kitchen,53.3257241,-6.255564499999998,f5c5b2f1e01ea24b06b15189c09909129643a378,2,4.4,417,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,Mario's Italian Restaurant,53.324897,-6.254391999999998,b30efadc51c52a2f5c25025fa713024ff270aec4,2,4.2,450,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,Four Star Pizza Ranelagh,53.3239966,-6.251403100000001,7285fdaf9ea9d7425a2bc0ece87debbfa8e6937a,0,4.1,89,"['meal_delivery', 'food', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,Anastasia Boutique,53.323979200000004,-6.2513129,ece1f999f691f7a799b080e5390033ad4c9fb939,0,4.5,2,"['point_of_interest', 'clothing_store', 'store', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,Swan Shopping Centre,53.32277779999999,-6.2644445,4276b0169b680def0b2b37d4740cae032649f0bf,0,4.0,1593,"['shopping_mall', 'point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,chimneysweeps.ie,53.32362679999999,-6.2547932999999984,ea858a627eb4a6ce41295f8c84fcf23e4797cacc,0,0.0,0,"['point_of_interest', 'establishment']"
Dublin 6,53.32255600000001,-6.250158,Ranelagh Physiotherapy - The Physio Company,53.32298120000001,-6.248555599999999,a518f6fc25b278b1c1db6f12404ac9f1cca09099,0,0.0,0,"['physiotherapist', 'health', 'point_of_interest', 'establishment']"
