Name,Latitude,Longitude,Classification
Chorus Cafe,53.34443704691657,-6.2699517599143855,Cafe
Copper Alley Bistro,53.3436521748781,-6.2698272144827545,Cafe
Dublin Castle Café,53.34203284125714,-6.267142295837402,Cafe
The Terrace Cafe,53.342783999999995,-6.266922,Cafe
Keogh's Cafe,53.34403512915021,-6.2622378357471415,Cafe
Avoca Cafe,53.34350678507453,-6.259839814772091,Cafe
Coffee Angel,53.3439538262201,-6.262250135123995,Cafe
Le Petit Parisien,53.34298924119526,-6.2612420151508505,Cafe
Sound Bites Café @Tower Records,53.342794880761296,-6.260414973838532,Cafe
Yellow Cup House,53.34492099319871,-6.2528443637040745,Cafe
Lunch,53.344393323894074,-6.249069401976785,Cafe
KC Peaches,53.34268060201798,-6.2403140464590825,Cafe
Lolly & Cooks,53.34456307561046,-6.2383793732915205,Cafe
Pause Cafe,53.343912826552184,-6.234169963416155,Cafe
Cafe Togo,53.346531008302144,-6.292794069987192,Cafe
The Royal Kitchen,53.34330002491642,-6.2900299652193405,Cafe
Craft Coffee Roasters,53.345188633742886,-6.275479715265659,Cafe
Oxmantown,53.347058910253175,-6.270176017790207,Cafe
The Music Café Dublin,53.345243,-6.267467,Cafe
Stage Door Café,53.34516114286867,-6.2658086198858225,Cafe
Panem,53.346325,-6.265426000000001,Cafe
Camerino,53.34691161780167,-6.2681621717251526,Cafe
Love Is Art,53.34655895294165,-6.267449480551622,Cafe
Cappuccino Bar,53.344993851045466,-6.263678708230147,Cafe
Butlers Chocolate Café,53.346969446904964,-6.263300454744988,Cafe
Pieman,53.34515717034402,-6.262848989012803,Cafe
Shoe Lane Coffee,53.347147469520245,-6.255074526485771,Cafe
Cafe Cairo,53.345053456754464,-6.253966323089206,Cafe
Pog,53.345711,-6.255021,Cafe
redrose cafe,53.34682083129883,-6.255844593048097,Cafe
Barista Angel,53.3464756469571,-6.2437576377083035,Cafe
Café Sora,53.34543777375257,-6.233579977990034,Cafe
Calimero,53.34387397217179,-6.234191874810424,Cafe
Fair Play Café & Garden Centre,53.344033333950456,-6.2258032759062,Cafe
The Berry Lane Cafe,53.34812931786995,-6.2946383615238775,Cafe
Brambles Deli Café,53.349038710684226,-6.285392352624513,Cafe
Proper Order Coffee Co.,53.34755799999999,-6.2795190000000005,Cafe
The Third Space,53.34774967678867,-6.278422307856309,Cafe
Provender & Family,53.34746703506397,-6.278757739893403,Cafe
Brother Hubbard North,53.347137297907544,-6.268376907048848,Cafe
The Tram Café,53.34809085398427,-6.266724778711172,Cafe
Lemon Jelly Café,53.34716875396465,-6.265365503960125,Cafe
Mes Amis,53.34788675944942,-6.264281038331442,Cafe
Cafe @ Debenhams,53.349262,-6.263857,Cafe
Insomnia,53.34835718215506,-6.260383818396597,Cafe
Tang - Abbey Street,53.348711,-6.2582949999999995,Cafe
Jaffa Xpress,53.347377804382134,-6.256915189733312,Cafe
