Name,Latitude,Longitude,Classification
Lonely Planet Global Limited,53.3421514,-6.2826758,Company
Paulson & Company Ireland,53.3498053,-6.2603097,Company
Emergenetics Ireland,53.3511113,-6.248712599999999,Company
Goshawk Ireland,53.3414535,-6.2578944,Company
Metlife Europe,53.3336406,-6.257194399999999,Company
Facebook Ireland Ltd,53.3440429,-6.2388825,Company
Transics Ireland Limited,53.33753979999999,-6.251686299999999,Company
Hannover Re (Ireland) PLC,53.3514109,-6.2484306,Company
Google Ireland Limited,53.3390609,-6.235070299999999,Company
Tableau Software,53.3314919,-6.2310497,Company
AIG Europe Services Limited,53.34772539999999,-6.239545199999999,Company
AXA MPS Financial,53.3468988,-6.2532538,Company
AXA MPS Financial,53.34681560000001,-6.2535396,Company
Jinny Software,53.3490636,-6.2725668,Company
Docusign International,53.3419362,-6.2481412,Company
Inora Life Limited,53.3489564,-6.247024300000001,Company
Lgt Capital Partners,53.3332495,-6.2583743,Company
Lone Star Funds,53.3319383,-6.2560367,Company
UnipolRe Ltd,53.3413042,-6.230584899999999,Company
Wgz Bank Ireland PLC,53.3509114,-6.2493123,Company
Citco Fund Services (Ireland) Limited,53.3479509,-6.2461271,Company
Scor Global Life Reinsurance Ireland Limited,53.3461985,-6.242467299999999,Company
Citi NA (Ireland),53.3481341,-6.2450651,Company
Geneva Trading,53.3469212,-6.249689399999999,Company
CNP/ Santander,53.3338586,-6.260536699999999,Company
Athora Ireland PLC,53.3483908,-6.2504651,Company
Maples Fund Services Ireland Limited,53.34017559999999,-6.264346199999999,Company
Cosmo Pharma - Ireland,53.3458488,-6.2390763,Company
Zellis Ireland Limited,53.3412257,-6.2486824,Company
Octium Life DAC,53.3425626,-6.256766700000001,Company
Tmf Management (Ireland) Limited,53.3381684,-6.2481037,Company
Aareal Bank Ag,53.3479509,-6.2461271,Company
Admiral Administration (Ireland) Limited,53.3449563,-6.238471499999999,Company
Logmein,53.3438022,-6.2319723,Company
Dropbox,53.3338586,-6.260536699999999,Company
Cattolica Life Limited,53.34994829999999,-6.247355799999999,Company
