Name,Price,Cuisines,Link,Ranking,Reviews,Rating,Hotel,Tourism,University,Cafe,Pub,Luas,Museum,Restaurant,Company,Company KNN
Hx46 Cafe and Pan Asian Goats Town,Average,"['Cafe', 'Asian', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d11612437-Reviews-Hx46_Cafe_and_Pan_Asian_Goats_Town-Dublin_County_Dublin.html,713,46,4.5,0.6476807476104604,0.3018355979635083,0.5008086762084684,1.010616218395464,0.6409331199411114,0.2872998097582046,0.6209505402844693,0.7027050037759338,0.6159201436320072,2.3714179635189905
Groundstate Coffee,Average,"['Irish', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g186605-d15181852-Reviews-Groundstate_Coffee-Dublin_County_Dublin.html,715,37,4.5,0.981334466076455,1.3834131573327462,0.6438968694108879,1.568861367604387,1.0340828172245766,0.9489846407310668,1.4975865971566613,0.9963177588501438,0.4420132795476758,1.7698098207673258
Dylan Hotel,Expensive,"['Irish', 'International', 'European']",/Restaurant_Review-g186605-d1009349-Reviews-Dylan_Hotel-Dublin_County_Dublin.html,717,111,4.0,1.6682685923299736,1.157036458860115,1.0731614490181465,1.68436036399244,1.2422208922569995,0.2920589173304853,1.314954085308288,1.3697833552625283,3.123077434181119,3.3415086388875594
IFI Cafe Bar,Average,"['Irish', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d3192564-Reviews-IFI_Cafe_Bar-Dublin_County_Dublin.html,719,111,4.0,3.886084485662762,3.194426745113796,2.8617638640483904,3.7922170480744075,3.7497891295523784,0.9571187947944759,3.396964720379744,3.7309704483697743,2.6520796772860544,3.556946389272198
Er Buchetto Caffe Italiano,Cheap,"['Italian', 'Cafe', 'European']",/Restaurant_Review-g186605-d3314867-Reviews-Er_Buchetto_Caffe_Italiano-Dublin_County_Dublin.html,720,32,4.5,0.8832010194688096,0.37729449745438537,0.5008086762084684,1.116490298417846,0.7532616048792443,2.637728962032021,0.657477042654144,0.9520915698013089,1.3767626740009573,2.2306889164553434
Walsh's Stoneybatter,Average,"['Irish', 'Pub']",/Restaurant_Review-g186605-d4547821-Reviews-Walsh_s_Stoneybatter-Dublin_County_Dublin.html,722,38,4.5,1.678081936990738,1.5343309563145004,0.8585291592145171,1.4918620366790183,1.2950813557572973,0.7808661495992228,1.4975865971566613,1.2813309771648582,0.6231662629688544,1.6895028538020893
KC Peaches Cafe St Stephen's Green,Cheap,"['Cafe', 'European', 'Healthy']",/Restaurant_Review-g186605-d8810167-Reviews-KC_Peaches_Cafe_St_Stephen_s_Green-Dublin_County_Dublin.html,723,157,4.0,2.296322650618905,1.9367784202658447,2.7902197674471805,2.666101833290891,1.9525333705422516,0.8150646670999188,2.520328663507552,2.1277710953495057,3.869427725876375,4.70809196841936
Cinnamon Cafe,Cheap,"['Cafe', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d2236434-Reviews-Cinnamon_Cafe-Dublin_County_Dublin.html,724,185,4.0,2.1294957913859074,2.087696219247599,1.3593378354229855,2.117481600447639,1.6188516946966216,3.349915781780666,2.045484132701781,1.6179414160365468,1.2753170032850973,3.556946389272198
Il Vignardo Restaurant,Average,"['Italian', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d2435074-Reviews-Il_Vignardo_Restaurant-Dublin_County_Dublin.html,725,79,4.0,3.5818708011790608,2.5907555491867793,1.9316906082326635,2.463978589611798,2.0219127288863925,3.349915781780666,2.3376961516591788,2.049146759262688,3.9491350385816935,4.6167774682858465
Zozimus Bar,Average,"['Asian', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d10338137-Reviews-Zozimus_Bar-Dublin_County_Dublin.html,726,148,4.0,2.836056606960955,3.0938148791259596,3.291028443655649,3.705592800783368,2.943667061172836,1.7357076589537133,3.470017725119093,3.106889780680658,3.4491528043392403,4.70809196841936
Kopitiam,Average,"['Asian', 'Malaysian', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d13425905-Reviews-Kopitiam-Dublin_County_Dublin.html,727,62,4.0,2.777176538996368,2.31407291772023,1.5739701252266147,2.92597457516401,2.2366583618563527,1.2225970006498779,2.264643146919829,2.4336689029372813,1.8260220728854801,3.556946389272198
Blue Ginger Cafe Restaurant,Average,"['Irish', 'European', 'Gluten Free Options']",/Restaurant_Review-g186605-d5864968-Reviews-Blue_Ginger_Cafe_Restaurant-Dublin_County_Dublin.html,728,107,4.0,3.670190903125942,3.3453445440955503,2.8617638640483904,3.936590793559474,3.822472266865288,0.7378669122864904,3.725703241706816,3.830479373729653,2.7317869899913734,3.556946389272198
Jurys Inn Dublin Parnell Street,Average,,/Restaurant_Review-g186605-d10446095-Reviews-Jurys_Inn_Dublin_Parnell_Street-Dublin_County_Dublin.html,729,83,4.0,2.9047500195863067,2.6913674151746156,1.6455142218278245,2.579477585999851,2.1243298769182197,2.4814190976153085,2.520328663507552,2.347673535342324,1.9202216242644932,2.1403419318582046
Esquires Coffee (Talbot Street),Average,"['Quick Bites', 'Cafe', 'Contemporary']",/Restaurant_Review-g186605-d14931144-Reviews-Esquires_Coffee_Talbot_Street-Dublin_County_Dublin.html,733,34,4.5,3.8075777283766454,2.7668263146654923,1.9316906082326635,2.579477585999851,2.097899645168071,1.8107652874490088,2.3376961516591788,2.1437416636171407,3.383937730307616,2.3133107837833293
The Lord Edward,Average,['Pub'],/Restaurant_Review-g186605-d785595-Reviews-The_Lord_Edward-Dublin_County_Dublin.html,735,141,4.0,3.2187770487307725,2.5907555491867793,2.2178669946375025,3.3205961461565243,2.557124921826908,0.7127480386767375,3.689176739337141,2.615487680138047,2.268035352433156,3.7376370649439807
Gaillot and Gray,Average,"['Pizza', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d10124880-Reviews-Gaillot_and_Gray-Dublin_County_Dublin.html,737,43,4.5,1.2757348058993916,0.9306597603874839,1.0731614490181465,1.7517347785521376,1.2058793236005447,0.3908886559837417,1.4975865971566613,1.3194146399569107,1.1231484972113073,3.7376370649439807
Sisu Izakaya,Average,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g186605-d15277075-Reviews-Sisu_Izakaya-Dublin_County_Dublin.html,738,26,4.5,3.2580304273738308,3.0435089461320417,3.00485205725081,3.9750904590221583,3.184842925892945,1.0151259944789897,3.5430707298584427,3.3845319674872334,2.9781550474441763,3.7376370649439807
SANUK Authentic Thai Cuisine,Cheap,"['Asian', 'Thai', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d10241904-Reviews-SANUK_Authentic_Thai_Cuisine-Dublin_County_Dublin.html,739,52,4.5,0.8930143641295741,0.8300478943996478,0.3577204830060488,1.0876155493208326,0.5418197508780529,0.21121789292437995,0.767056549763168,0.626537678191829,2.28252759110685,2.9245301565680624
Hucks Dublin,Average,"['Bar', 'Cafe', 'Pub']",/Restaurant_Review-g186605-d15812024-Reviews-Hucks_Dublin-Dublin_County_Dublin.html,741,25,5.0,2.6103496797633703,1.9619313867628039,2.5755874776435514,2.7527260805819305,2.1243298769182197,1.0120591485742194,2.3376961516591788,2.3243319355665504,2.833232660707233,4.70809196841936
The Vintage Cafe,Cheap,"['Irish', 'Cafe', 'European']",/Restaurant_Review-g186605-d12003680-Reviews-The_Vintage_Cafe-Dublin_County_Dublin.html,742,25,4.5,3.2874704613561243,3.068661912629001,2.718675670845971,3.1665974843057874,2.6232005012022808,1.456485122513333,3.068226199052672,2.540548859805299,3.898412203223763,4.227597551454314
Christophe's,Average,"['Italian', 'Irish', 'Cafe']",/Restaurant_Review-g186605-d3225069-Reviews-Christophe_s-Dublin_County_Dublin.html,743,98,4.0,2.188375859350495,2.288919951223271,1.2877937388217757,2.117481600447639,1.6882310530407625,2.042631574256504,1.9359046255927572,1.690423225866582,1.3840087933378045,3.556946389272198
l'Enoteca di Napoli,Average,"['Italian', 'Mediterranean', 'European']",/Restaurant_Review-g186605-d8667338-Reviews-L_Enoteca_di_Napoli-Dublin_County_Dublin.html,744,29,4.5,2.198189204011259,2.464990716701984,2.074778801435083,2.666101833290891,1.7972557590101268,0.5014843984701597,2.849067184834624,1.8476718980402176,3.782474293834209,4.475667298695502
Food Game,Cheap,"['Irish', 'Cafe', 'European']",/Restaurant_Review-g186605-d3156887-Reviews-Food_Game-Dublin_County_Dublin.html,745,73,4.5,3.081390223480069,3.144120812119878,4.435733989275005,3.4745948080072617,2.722313870265339,3.349915781780666,3.8718092511855144,2.8882158459391962,3.5723368330656418,5.333559691898606
Madina Street Food Co,Cheap,"['Indian', 'Asian', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d919491-Reviews-Madina_Street_Food_Co-Dublin_County_Dublin.html,746,302,4.0,2.924376708907836,2.8422852141563695,1.6455142218278245,3.1665974843057874,2.4117586472010895,1.753882608262129,2.7394876777256,2.6412862904165344,2.014421175643506,3.556946389272198
The Vintage Teapot,Average,"['Chinese', 'Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d12525923-Reviews-The_Vintage_Teapot-Dublin_County_Dublin.html,747,27,4.5,3.356163873981476,3.0938148791259596,2.146322898036293,2.954849324261023,2.302733941231725,2.4451940012997557,2.7394876777256,2.530720817794447,2.724540870654526,2.1403419318582046
Mr Dinh Restaurant,Average,"['Chinese', 'Japanese', 'Asian']",/Restaurant_Review-g186605-d12385388-Reviews-Mr_Dinh_Restaurant-Dublin_County_Dublin.html,749,33,4.5,2.512216233155725,2.2386140182293532,1.502426028625405,2.5313530041714953,2.104507203105608,1.0841151397348434,2.264643146919829,2.251850125736515,1.7245764021696202,3.556946389272198
MAK by Jules Mak,Average,"['Chinese', 'Asian', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d15355582-Reviews-MAK_by_Jules_Mak-Dublin_County_Dublin.html,752,18,5.0,2.875309985604013,3.118967845622919,3.291028443655649,3.821091797171421,2.996527524673134,1.9476254545236429,3.470017725119093,3.1634010222430584,3.478137281686629,4.70809196841936
Maia Restaurant,Average,"['Cafe', 'International', 'European']",/Restaurant_Review-g186605-d1118320-Reviews-Maia_Restaurant-Dublin_County_Dublin.html,753,111,4.0,0.8439476408257514,0.7294360284118117,0.21463228980362928,1.010616218395464,0.5913764354095822,0.19999497204660693,0.6209505402844693,0.6105671099241942,2.1955741590646847,2.9245301565680624
Assassination Custard,Cheap,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g186605-d8773453-Reviews-Assassination_Custard-Dublin_County_Dublin.html,754,30,5.0,2.031362344778262,1.9116254537688857,1.8601465116314537,2.579477585999851,1.879850233229342,0.4639772550942751,2.629908170616576,1.9963210334543573,2.0361595336540472,3.7376370649439807
Coke Lane Pizza @ Lucky's,Cheap,"['Pizza', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g186605-d12705883-Reviews-Coke_Lane_Pizza_Lucky_s-Dublin_County_Dublin.html,756,23,4.5,2.0608023787605556,2.0625432527506398,1.3593378354229855,2.0693570186192836,1.5858139050089355,3.045377983436969,2.0089576303321066,1.5700297112336423,1.1738713325692374,3.556946389272198
Aoki Sushi,Average,"['Japanese', 'Sushi', 'Asian']",/Restaurant_Review-g186605-d9738342-Reviews-Aoki_Sushi-Dublin_County_Dublin.html,757,49,4.0,1.6977086263122672,1.1821894253570742,1.4308819320241952,2.2811051786640473,1.5659912311963238,1.850782199878821,1.753272113744384,1.7493914779316952,2.5796184839175833,2.398029109025621
Charlemont Bar & Bistro,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d9698441-Reviews-Charlemont_Bar_Bistro-Dublin_County_Dublin.html,760,52,4.0,1.6093885243653863,0.9306597603874839,1.4308819320241952,1.8961085240372038,1.3446380402888265,3.349915781780666,1.314954085308288,1.5258035221848072,2.854971018717775,2.292463506428602
Falafel,Cheap,"['Grill', 'Middle Eastern', 'Arabic']",/Restaurant_Review-g186605-d4721240-Reviews-Falafel-Dublin_County_Dublin.html,761,85,4.0,1.727148660294561,1.257648324847951,1.4308819320241952,2.3292297604924026,1.605636578821547,1.9705386951650976,1.753272113744384,1.7911606564778173,2.6520796772860544,2.398029109025621
Hartigan's,Cheap,"['Irish', 'Pub']",/Restaurant_Review-g186605-d696238-Reviews-Hartigan_s-Dublin_County_Dublin.html,762,39,4.0,2.2766959612973756,1.8110135877810496,2.2894110912387124,2.6179772514625355,1.906280464979491,0.7188660475924177,2.3742226540288534,2.0737168642898185,3.985365635265929,4.70809196841936
Rita’s,Average,"['Pizza', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g186605-d16585070-Reviews-Rita_s-Dublin_County_Dublin.html,763,40,4.5,0.8635743301472805,0.5282122964361395,0.5723527728096781,1.1934896293432147,0.7796918366293932,3.349915781780666,0.767056549763168,1.0540575056639008,1.507192822064206,2.2306889164553434
Sweeney's,Average,"['Irish', 'Bar', 'Pub']",/Restaurant_Review-g186605-d2646821-Reviews-Sweeney_s-Dublin_County_Dublin.html,765,58,4.5,3.866457796341233,3.445956410083386,3.1479402504532294,3.936590793559474,3.977749878397413,0.9103032015708332,3.4334912227494185,3.8968186573029056,2.7970020640229976,3.556946389272198
Turk's Head,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d716030-Reviews-Turk_s_Head-Dublin_County_Dublin.html,767,218,3.5,3.709444281769,2.942897080144206,2.146322898036293,3.7248426335147102,3.1980580417680198,0.9999748602330348,3.323911715640395,3.2579959265975114,2.528895648559653,3.556946389272198
Mc Grattans,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d2101242-Reviews-Mc_Grattans-Dublin_County_Dublin.html,768,66,4.5,2.1687491700289656,1.8110135877810496,1.788602415030244,2.5698526696341797,1.6518894843843077,0.4219037508539882,2.520328663507552,1.8685564873132785,3.8549354872026806,5.158317407199378
Vamo No Brasileiro,Average,"['Speciality Food Market', 'Brazilian', 'Cafe']",/Restaurant_Review-g186605-d15669309-Reviews-Vamo_No_Brasileiro-Dublin_County_Dublin.html,771,18,5.0,3.8762711410019977,2.7919792811624515,1.8601465116314537,2.5024782550744824,2.1243298769182197,1.508971072874174,2.19159014218048,2.1474271793712103,3.2462614629075204,2.3133107837833293
Xian Street Food,Cheap,"['Quick Bites', 'Chinese', 'Asian']",/Restaurant_Review-g186605-d15757133-Reviews-Xian_Street_Food-Dublin_County_Dublin.html,773,43,4.5,2.9047500195863067,3.194426745113796,3.291028443655649,3.8499665462684343,3.026261535392052,2.067849248012757,3.5795972322281173,3.2199122638054587,3.4563989236760877,4.70809196841936
"John Fallons ""The Capstan Bar""",Cheap,"['Bar', 'Pub', 'Soups']",/Restaurant_Review-g186605-d6922609-Reviews-John_Fallons_The_Capstan_Bar-Dublin_County_Dublin.html,774,77,4.0,2.050989034099791,2.012237319756722,1.8601465116314537,2.589102502365522,1.8203822117915072,0.4145935373490924,2.7760141800952747,1.9312102551324615,1.869498788906563,3.7376370649439807
Spitalfields,Average,['Irish'],/Restaurant_Review-g186605-d19139825-Reviews-Spitalfields-Dublin_County_Dublin.html,775,22,4.5,2.1294957913859074,1.8110135877810496,2.0032347048338734,2.4062290914177713,1.8137746538539699,0.4904708318858955,2.483802161137877,1.8968121080944786,1.4927005833905116,3.7376370649439807
The Blossom Tree Cafe,Cheap,"['Irish', 'Cafe', 'Fast food']",/Restaurant_Review-g186605-d12598214-Reviews-The_Blossom_Tree_Cafe-Dublin_County_Dublin.html,777,17,5.0,2.3650160632442567,2.163155118738476,2.0032347048338734,2.829725411507299,2.0582542975428475,0.4977586599971272,3.104752701422347,2.2063954314363237,2.2245586364120733,3.7376370649439807
HaiLan Korean Restaurant,Average,"['Japanese', 'Asian', 'Korean']",/Restaurant_Review-g186605-d6945314-Reviews-HaiLan_Korean_Restaurant-Dublin_County_Dublin.html,778,177,4.0,3.7486976604120583,3.244732678107714,2.718675670845971,3.8788412953654476,3.6572833184268574,0.8815567846791227,3.470017725119093,3.672002196304661,2.673818035296596,3.556946389272198
Rooftop Bar and Terrace,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d4042938-Reviews-Rooftop_Bar_and_Terrace-Dublin_County_Dublin.html,781,97,4.0,1.727148660294561,2.037390286253681,1.2877937388217757,1.7517347785521376,1.186056649787933,0.689283082670919,1.7897986161140587,1.2825594824162148,4.137534141339719,4.475667298695502
Vandal Cafe & Restaurant,Average,,/Restaurant_Review-g186605-d15702673-Reviews-Vandal_Cafe_Restaurant-Dublin_County_Dublin.html,782,22,4.5,1.442561665132389,1.4588720568236233,1.216249642220566,1.8768586913058616,1.28847379781976,0.6344537465493686,1.7167456113747093,1.310815103197415,1.057933423179683,1.7698098207673258
The Pig and Heifer,Cheap,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g186605-d2056716-Reviews-The_Pig_and_Heifer-Dublin_County_Dublin.html,783,80,4.0,2.551469611798783,2.464990716701984,2.146322898036293,2.3966041750521003,1.8600275594167304,1.0702606331567623,2.958646691943648,1.8783845293241308,4.8186693590033505,4.775867576613491
Saburritos Dame Street,Cheap,"['Mexican', 'Fast food', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d10542918-Reviews-Saburritos_Dame_Street-Dublin_County_Dublin.html,784,112,4.0,3.797764383715881,3.295038611101632,2.7902197674471805,3.8499665462684343,3.812560929958982,0.8052682167741987,3.6526502369674665,3.7690541111618265,2.673818035296596,3.556946389272198
La Peniche,Average,"['Irish', 'European']",/Restaurant_Review-g186605-d952858-Reviews-La_Peniche-Dublin_County_Dublin.html,786,129,4.0,1.9921089661352038,1.232495358350992,1.216249642220566,2.030857353156599,1.3644607141014382,0.4582648128290925,1.7167456113747093,1.5442311009551553,3.8187048905184446,4.47928335330697
Oscar's Bar & Kitchen,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d8665084-Reviews-Oscar_s_Bar_Kitchen-Dublin_County_Dublin.html,788,97,4.0,2.4925895438341956,2.515296649695902,3.00485205725081,2.9837240733580366,2.1078109820743767,0.7188660475924177,3.5795972322281173,2.1719972843983406,3.9129044418974575,5.410361813160229
The Flowing Tide,Cheap,"['Irish', 'Bar', 'Pub']",/Restaurant_Review-g186605-d696225-Reviews-The_Flowing_Tide-Dublin_County_Dublin.html,789,62,4.0,3.5818708011790608,3.244732678107714,2.0032347048338734,3.3494708952535377,2.6132891642959746,3.349915781780666,2.8855936872042984,2.7162251107492827,3.2969842982654503,4.227597551454314
hemingways,Average,['Seafood'],/Restaurant_Review-g186605-d817063-Reviews-Hemingways-Dublin_County_Dublin.html,792,36,4.5,3.4641106652498865,3.295038611101632,1.8601465116314537,3.2243469824998137,2.405151089263552,3.349915781780666,2.958646691943648,2.680598458459943,2.825986541370386,2.1403419318582046
Arlington Hotel Temple Bar,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d7234087-Reviews-Arlington_Hotel_Temple_Bar-Dublin_County_Dublin.html,794,90,4.0,3.8958978303235265,3.295038611101632,2.8617638640483904,3.81146688080575,3.8356873827403626,0.8480799447545991,3.396964720379744,3.7567690586482616,2.7028025126439847,3.556946389272198
J.T.Pim's,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d10618892-Reviews-J_T_Pim_s-Dublin_County_Dublin.html,795,79,4.0,3.7879510390551165,3.395650477089468,2.7902197674471805,3.8884662117311186,3.8984591831469664,0.7718699958019968,3.4334912227494185,3.8476784472486445,2.7462792286650677,3.556946389272198
Tasty8,Average,"['Irish', 'Cafe', 'European']",/Restaurant_Review-g186605-d12948002-Reviews-Tasty8-Dublin_County_Dublin.html,798,33,4.5,1.7762153835983836,1.5846368893084184,1.9316906082326635,2.1559812659103232,1.6023327998527785,0.4869063636309108,2.19159014218048,1.609341879277051,1.304301480632486,3.7376370649439807
Bunsen Dame Street,Average,"['American', 'Irish', 'Fast food']",/Restaurant_Review-g186605-d17449740-Reviews-Bunsen_Dame_Street-Dublin_County_Dublin.html,799,26,4.5,3.8566444516804683,3.295038611101632,2.8617638640483904,3.8595914626341052,3.9149780779908094,0.8567559544196078,3.470017725119093,3.8476784472486445,2.7100486319808317,3.556946389272198
The Ivy Dawson Street,Average,"['Seafood', 'International', 'Grill']",/Restaurant_Review-g186605-d14803429-Reviews-The_Ivy_Dawson_Street-Dublin_County_Dublin.html,801,904,3.5,3.0421368448370107,3.169273778616837,3.7202930232629075,3.561219055298302,2.8742877028286955,3.349915781780666,3.83528274881584,3.0626635916318232,3.4998756396971706,5.333559691898606
Oolong Flower POWER,Average,"['Cafe', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d5863990-Reviews-Oolong_Flower_POWER-Dublin_County_Dublin.html,805,76,4.0,3.2580304273738308,3.068661912629001,3.00485205725081,4.003965208119172,3.204665599705557,0.9766518314229348,3.5430707298584427,3.404188051508938,2.9564166894336346,3.7376370649439807
Clanbrassil House,Average,"['Irish', 'European', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d13958900-Reviews-Clanbrassil_House-Dublin_County_Dublin.html,806,62,4.0,1.177601359291746,0.7797419614057297,1.0731614490181465,1.568861367604387,1.1497150811314782,0.3846057154742441,1.2784275829386134,1.2788739666621451,1.108656258537613,3.7376370649439807
The Morgue,Average,"['Irish', 'Bar', 'Pub']",/Restaurant_Review-g186605-d3807675-Reviews-The_Morgue-Dublin_County_Dublin.html,808,73,4.0,0.6673074369319895,0.7042830619148527,0.3577204830060488,1.2127394620745569,0.7136162572540209,3.349915781780666,1.1323215734599146,0.6793634040001597,0.2970908928107329,1.7698098207673258
Le Perroquet,Average,"['French', 'Irish', 'Seafood']",/Restaurant_Review-g186605-d18287218-Reviews-Le_Perroquet-Dublin_County_Dublin.html,813,47,4.0,1.678081936990738,1.006118659878361,1.0731614490181465,1.6747354476267688,1.2157906605068505,0.7037638197018206,1.2784275829386134,1.3304711872191195,2.8042481833598445,2.26482319257162
The Cathedral Cafe,Cheap,"['Irish', 'Cafe', 'European']",/Restaurant_Review-g186605-d4491340-Reviews-The_Cathedral_Cafe-Dublin_County_Dublin.html,816,121,4.0,2.050989034099791,2.037390286253681,1.8601465116314537,2.6179772514625355,1.8369011066353502,0.4256563890445573,2.7760141800952747,1.9643798969190875,1.8984832662539517,3.7376370649439807
Briodys,,"['Bar', 'Pub']",/Restaurant_Review-g186605-d12114828-Reviews-Briodys-Dublin_County_Dublin.html,818,18,5.0,3.49355069923218,3.2195797116107547,2.0032347048338734,3.1088479861117606,2.4447964368887756,3.349915781780666,2.7394876777256,2.637600774662465,3.1303235535179663,2.1403419318582046
Pizza Yard,Average,"['Italian', 'Pizza', 'International']",/Restaurant_Review-g186605-d14154378-Reviews-Pizza_Yard-Dublin_County_Dublin.html,819,65,4.0,0.7458141942181058,0.27668263146654926,0.28617638640483906,0.7314936437910025,0.5286046350029785,0.6238204435345747,0.438318028436096,0.6633928357325249,0.9347493944532815,2.26482319257162
The Pembroke,Average,"['Irish', 'Bar', 'European']",/Restaurant_Review-g186605-d7382373-Reviews-The_Pembroke-Dublin_County_Dublin.html,820,66,4.0,1.0107745000587487,1.3582601908357872,1.0016173524169367,1.3859879566566362,0.7532616048792443,0.2580828799522855,1.205374578199264,0.798528413381743,2.615849080601819,1.3744796626304587
Papa's Pizza,Cheap,"['Italian', 'Pizza', 'Fast food']",/Restaurant_Review-g186605-d5791692-Reviews-Papa_s_Pizza-Dublin_County_Dublin.html,821,28,4.5,3.9645912429488783,2.6662144486776564,2.0032347048338734,2.733476247850588,2.292822604325419,2.018021555289558,2.3376961516591788,2.3673296193640287,3.115831314844272,2.1403419318582046
The Lucky Duck,Average,"['Irish', 'Bar', 'Contemporary']",/Restaurant_Review-g186605-d14032353-Reviews-The_Lucky_Duck-Dublin_County_Dublin.html,822,64,4.0,2.6888564370494867,2.2386140182293532,3.2194843470544394,3.0510984879177343,2.355594404732023,1.0501303391161962,2.958646691943648,2.6118021643839775,2.724540870654526,3.7376370649439807
Kathmandu Nepalese Restaurant,Average,"['Asian', 'Nepalese', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d2363755-Reviews-Kathmandu_Nepalese_Restaurant-Dublin_County_Dublin.html,823,35,4.5,3.8370177623589394,3.295038611101632,2.8617638640483904,3.801841964440079,3.8422949406779,0.8353904692719866,3.396964720379744,3.7715111216645396,2.6955563933071374,3.556946389272198
Bagots Hutton,Average,"['Italian', 'Pizza', 'European']",/Restaurant_Review-g186605-d3527441-Reviews-Bagots_Hutton-Dublin_County_Dublin.html,824,174,4.0,3.2678437720345954,2.7668263146654923,2.074778801435083,3.4553449752759198,2.8478574710785463,1.227075377941636,3.177805706161696,2.9115574457149704,2.217312517075226,3.556946389272198
Elephant and Castle Beacon,Average,['American'],/Restaurant_Review-g186605-d19094856-Reviews-Elephant_and_Castle_Beacon-Dublin_County_Dublin.html,825,77,4.0,0.6280540582889312,0.15091779898175414,0.28617638640483906,0.8084929747163712,0.5054781822215981,0.4576387680028233,0.328738521327072,0.6253091729404725,0.7173658143478673,2.292463506428602
Smokin Bones,Average,"['American', 'Irish', 'Barbecue']",/Restaurant_Review-g186605-d12713994-Reviews-Smokin_Bones-Dublin_County_Dublin.html,829,31,4.5,3.8075777283766454,3.496262343077304,3.1479402504532294,3.8884662117311186,3.9381045307721894,0.965393597054947,3.4334912227494185,3.851363963002714,2.811494302696692,3.556946389272198
Kish Fish,Average,"['Irish', 'Seafood', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d17469169-Reviews-Kish_Fish-Dublin_County_Dublin.html,831,36,4.5,2.139309136046672,2.263766984726312,1.216249642220566,2.011607520425257,1.6651046002593821,1.1712992243988345,1.972431127962432,1.6744526575989471,1.2825631226219445,3.556946389272198
The Good Food Store,Cheap,"['Irish', 'Deli', 'Contemporary']",/Restaurant_Review-g186605-d8515485-Reviews-The_Good_Food_Store-Dublin_County_Dublin.html,832,78,4.0,3.49355069923218,2.942897080144206,3.1479402504532294,3.946215709925145,3.521828380707344,0.7826906032197818,3.3604382180100694,3.620404975747687,2.876709376728316,3.7376370649439807
Tenters Gastropub,Average,"['Irish', 'Bar', 'International']",/Restaurant_Review-g186605-d18802549-Reviews-Tenters_Gastropub-Dublin_County_Dublin.html,833,22,4.5,1.442561665132389,1.5594839228114594,1.3593378354229855,2.2618553459327053,1.40740984069543,0.35077652165242584,2.1550636398108054,1.5233465116820941,1.5434234187484417,3.7376370649439807
Brasilia Cafe,Cheap,"['Irish', 'Cafe', 'Vegetarian Friendly']",/Restaurant_Review-g186605-d1812923-Reviews-Brasilia_Cafe-Dublin_County_Dublin.html,834,49,4.0,3.994031276931172,2.6913674151746156,2.0032347048338734,2.791225746044615,2.3489868467944857,2.4814190976153085,2.3376961516591788,2.449639471204916,3.267999820918062,4.227597551454314
KCPeaches,Average,"['Irish', 'Cafe', 'European']",/Restaurant_Review-g186605-d7810225-Reviews-KCPeaches-Dublin_County_Dublin.html,835,82,4.0,3.8566444516804683,3.244732678107714,2.8617638640483904,3.801841964440079,3.8984591831469664,0.8633803561290376,3.4334912227494185,3.8267938579755834,2.7028025126439847,3.556946389272198
Tp Smiths,Average,"['Irish', 'Bar', 'Pub']",/Restaurant_Review-g186605-d4359085-Reviews-Tp_Smiths-Dublin_County_Dublin.html,836,204,3.5,3.4248572866068283,3.2195797116107547,2.074778801435083,3.628593469857999,2.913933050453919,3.349915781780666,3.031699696682997,3.1511159697294935,2.3767271424858634,3.556946389272198
Listons Food Store,Average,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",/Restaurant_Review-g186605-d3323178-Reviews-Listons_Food_Store-Dublin_County_Dublin.html,837,29,4.5,2.188375859350495,1.6349428223023366,2.0032347048338734,2.733476247850588,1.8699388963230363,1.6341052594052032,1.972431127962432,2.1277710953495057,2.7390331093282203,4.70809196841936
