Name,Latitude,Longitude,Classification
Trinity City Hotel,53.34522510000001,-6.254099699999999,Accommodation
O'Neills Victorian Pub & Townhouse,53.344883,-6.252473999999999,Accommodation
The Mont Hotel,53.3415078,-6.2507059000000025,Accommodation
Maldron Hotel Pearse Street,53.343191,-6.2433989999999975,Accommodation
The Marker Hotel Dublin,53.34452380000001,-6.2387962,Accommodation
Clayton Hotel Cardiff Lane,53.3452035,-6.2407672,Accommodation
Penthouse with panoramic water views,53.3439629,-6.233634500000001,Accommodation
Sea View D4,53.33474620000001,-6.214222000000001,Accommodation
Ashling Hotel Dublin,53.3480306,-6.2910944,Accommodation
Phoenix Park Hotel,53.34823299999999,-6.2947583,Accommodation
ParkGate,53.34808260000001,-6.291459100000003,Accommodation
Generator Dublin,53.34833179999999,-6.277839,Accommodation
The Clarence Hotel Dublin,53.3452613,-6.266782600000001,Accommodation
Serviced Apartments by Premier City,53.3488517,-6.2790655000000015,Accommodation
McGettigan's Townhouse,53.347279500000006,-6.2802738000000025,Accommodation
Temple Bar Old Town,53.3446485,-6.2682996,Accommodation
Temple Bar Inn,53.34571949999999,-6.2597755999999976,Accommodation
Eliza Lodge Temple Bar by theKeycollection.ie,53.3456437,-6.2647453,Accommodation
Barnacles Hostel Dublin,53.34514799999999,-6.264174099999999,Accommodation
Maldron Hotel Smithfield,53.34943320000001,-6.278321099999999,Accommodation
Inn on the Liffey Guesthouse,53.3458929,-6.2702290000000005,Accommodation
Birch at Temple Lane South Apartments,53.34465609999999,-6.264702700000001,Accommodation
The Hidden Gem Apartments,53.34442239999999,-6.2643523000000005,Accommodation
Citi Downtown Residence,53.34733929999999,-6.269072999999999,Accommodation
The Bridge House Guest house,53.3450254,-6.267721499999999,Accommodation
Dublin Citi Hotel,53.34433979999999,-6.2634723,Accommodation
The Morgan Hotel,53.3457957,-6.2612324999999975,Accommodation
The Westin Dublin,53.34562099999999,-6.2588794000000005,Accommodation
Abigails Hostel,53.346362,-6.261096999999999,Accommodation
"The Morrison, a DoubleTree by Hilton Hotel",53.346695200000006,-6.265965499999999,Accommodation
Times Hostels - College Street,53.345716,-6.257634999999999,Accommodation
Temple House Student Standard,53.34518539999999,-6.2650178000000025,Accommodation
Temple Bar District Apartments,53.34547489999999,-6.2641889000000015,Accommodation
Abbey Court Hostel,53.3474366,-6.260345900000001,Accommodation
Ashfield Hostel home,53.346212,-6.2575330000000005,Accommodation
Wynn's Hotel Dublin,53.348342,-6.258687999999998,Accommodation
Clifton Court Hotel,53.34793689999999,-6.2579014000000015,Accommodation
Arlington Hotel,53.3473053,-6.260686199999999,Accommodation
Isaacs Hostel,53.3500476,-6.253217899999999,Accommodation
Paddy's Palace,53.3496828,-6.253397000000001,Accommodation
Backpackers Citi Hostel,53.35021499999999,-6.2537847,Accommodation
The Townhouse Hotel,53.3502556,-6.254401400000001,Accommodation
The Ferryman,53.34604870000001,-6.240653099999999,Accommodation
Hilton Garden Inn Dublin Custom House,53.3481614,-6.246735399999999,Accommodation
Spencer Hotel Dublin City,53.3480387,-6.243300899999999,Accommodation
The Gibson Hotel,53.3485796,-6.2287761,Accommodation
Hilton Dublin Kilmainham,53.34231550000001,-6.308244799999999,Accommodation
Double Bed and Bathroom,53.34980529999999,-6.2785065000000015,Accommodation
Heuston Aparthotel Ellis Quay,53.3467904,-6.281905,Accommodation
Liffey Aparthotel Ellis Quay,53.3467652,-6.2809359,Accommodation
MariApartm,53.3446945,-6.2682151999999975,Accommodation
Central home base,53.3482759,-6.269172900000001,Accommodation
Hotel Riu Plaza The Gresham Dublin,53.35153649999999,-6.2606459,Accommodation
Jurys Inn Parnell Street Dublin,53.35158420000001,-6.263010899999999,Accommodation
Maldron Hotel Parnell Square,53.354249,-6.266636,Accommodation
Dublin Central Inn,53.3500563,-6.256736399999999,Accommodation
Spire Hostel Dublin,53.3498649,-6.2582631,Accommodation
Maple Hotel Dublin,53.35113519999999,-6.2543435,Accommodation
Abrahams Hostel,53.351596,-6.2548080000000015,Accommodation
Academy Plaza Hotel,53.352524300000006,-6.259991400000001,Accommodation
My Place Dublin Hotel,53.3519407,-6.2549619000000005,Accommodation
The Gate Hotel,53.35277259999999,-6.2606074000000005,Accommodation
O'Sheas of Talbot Street,53.3508903,-6.254265699999999,Accommodation
The Holyhead,53.3508484,-6.2546773,Accommodation
Cassidys Hotel,53.3531054,-6.261574299999999,Accommodation
Beresford Hotel IFSC,53.35008649999999,-6.252750899999999,Accommodation
Hotel St. George by thekeycollections,53.35378420000001,-6.2623647,Accommodation
North Star Hotel,53.35177660000001,-6.2500265,Accommodation
Jacobs Inn,53.35076479999999,-6.2515781000000015,Accommodation
The Ripley Court Hotel,53.3513287,-6.2515908000000024,Accommodation
Amberley House,53.351339,-6.255083099999999,Accommodation
Backpackers D1Hostel,53.3514549,-6.2546532999999975,Accommodation
Sheriff Apartment,53.35069009999999,-6.244412800000001,Accommodation
Glencourt Apartments,53.356734,-6.2910280000000025,Accommodation
Green St Self Catering,53.350407,-6.2708179999999984,Accommodation
Vital Apartment,53.3494319,-6.2689888,Accommodation
Dublin International Youth Hostel (An Oige),53.35596460000001,-6.268398299999999,Accommodation
Castle Hotel,53.35495599999999,-6.2637733,Accommodation
Charleville Lodge Hotel,53.3591528,-6.279833999999999,Accommodation
Abbey Hotel,53.3480003,-6.262587299999999,Accommodation
Barry's Hotel,53.35532930000001,-6.262855300000003,Accommodation
The Belvedere Hotel,53.3550328,-6.2624178,Accommodation
Dergvale Hotel,53.356114100000006,-6.260715500000001,Accommodation
The Dublin Central Hostel,53.35638849999999,-6.2658657999999985,Accommodation
Rock Hotel Dublin,53.357145,-6.259747700000001,Accommodation
Temple House North Great Apartments,53.35426139999999,-6.260122099999999,Accommodation
Adelphi Guesthouse,53.3505697,-6.2540022,Accommodation
Celtic Lodge Guest House,53.3504921,-6.255235899999999,Accommodation
Anchor House Dublin,53.35017850000001,-6.254253699999999,Accommodation
4* Apartments Dublin 1,53.35447170000001,-6.245974999999999,Accommodation
Hotel The Glen Guesthouse Dublin,53.3516564,-6.254763000000001,Accommodation
Super Central Dublin Apartments,53.35830559999999,-6.244284200000001,Accommodation
B&B St Annes Dublin,53.3592257,-6.269965600000001,Accommodation
Loyola Bed and Breakfast,53.3599802,-6.282159,Accommodation
Private Double Room in Dublin City Center,53.35617420000001,-6.266285799999999,Accommodation
Croke Park Aparthotel,53.357784,-6.2565947999999985,Accommodation
Belvidere Road Apartments,53.36002489999999,-6.259514799999999,Accommodation
Belvedere BnB,53.35861970000001,-6.258490599999999,Accommodation
KGT House,53.3568027,-6.2642525,Accommodation
Double bedroom studio,53.357927,-6.2629779,Accommodation
Parkway Guesthouse,53.356137,-6.260641700000001,Accommodation
Eccles Townhouse,53.35750299999999,-6.263955999999999,Accommodation
The Middle Gardiner Self Catering,53.3549506,-6.257428099999999,Accommodation
Marlborough house,53.3498781,-6.257127699999999,Accommodation
Avondale Guesthouse,53.35092590000001,-6.254826400000002,Accommodation
Dublin City Hidden Gem,53.3595475,-6.242493899999999,Accommodation
Abbott Lodge,53.3518808,-6.2549038,Accommodation
Hazelbrook House,53.3517829,-6.2548255999999975,Accommodation
"Pia House ,",53.360858500000006,-6.239262,Accommodation
