combo,KF_acc_mean,KF_acc_max,KF_acc_min,KF_var,CV_acc_mean,CV_acc_max,CV_acc_min,CV_var,nFeatures
['Hotel'],0.27128876844324,0.38271604938271603,0.037037037037037035,0.008848822168672688,0.5338903944595002,0.6419753086419753,0.43209876543209874,0.004793555713502198,1
['Tourism'],0.17871123155676,0.5185185185185185,0.012345679012345678,0.02054367646289464,0.5266184884071062,0.6419753086419753,0.43902439024390244,0.002989733196204456,1
['University'],0.46489009334537795,0.6296296296296297,0.20987654320987653,0.016975554810250502,0.568458295694068,0.691358024691358,0.49382716049382713,0.003602779471034697,1
['Cafe'],0.33289671785606745,0.4691358024691358,0.06172839506172839,0.014612070306022074,0.5561878952122854,0.6296296296296297,0.4567901234567901,0.0033849987501179853,1
['Pub'],0.29104185486299305,0.5308641975308642,0.0,0.03044948536323331,0.5538090936464921,0.6296296296296297,0.4146341463414634,0.004360520556592366,1
['Luas'],0.4796898524540801,0.7530864197530864,0.2345679012345679,0.025770429405421562,0.5562029509183981,0.7160493827160493,0.47560975609756095,0.004708215564707756,1
['Museum'],0.38974706413730803,0.5432098765432098,0.25925925925925924,0.006256790821613593,0.5179162902740139,0.6419753086419753,0.4074074074074074,0.005459005909942669,1
['Restaurant'],0.32815417043059314,0.48148148148148145,0.06172839506172839,0.0196398544533473,0.5364799759108702,0.654320987654321,0.4444444444444444,0.00470277538183057,1
['Company'],0.3172086720867208,0.6049382716049383,0.06097560975609756,0.028328421528218094,0.5413429689852454,0.6172839506172839,0.4691358024691358,0.002699016170127575,1
['Liffey'],0.29108702198133096,0.48148148148148145,0.06172839506172839,0.023912542350690326,0.5512345679012347,0.654320987654321,0.48148148148148145,0.003414494741655237,1
['Price Area'],0.37838000602228244,0.5802469135802469,0.08641975308641975,0.030769097693988084,0.5401234567901235,0.6419753086419753,0.48148148148148145,0.0023262459990855047,1
"['Hotel', 'Tourism']",0.19233664558867808,0.30864197530864196,0.07407407407407407,0.00694799869725754,0.5216049382716049,0.6049382716049383,0.43209876543209874,0.0031035665294924567,2
"['Hotel', 'University']",0.3811954230653417,0.6666666666666666,0.23170731707317074,0.017230040445039597,0.5623306233062332,0.654320987654321,0.48148148148148145,0.0025350390845405336,2
"['Hotel', 'Cafe']",0.31695272508280636,0.5185185185185185,0.06172839506172839,0.015274350689239435,0.5450767841011743,0.6666666666666666,0.4444444444444444,0.004540645011656045,2
"['Hotel', 'Pub']",0.27753688647997593,0.48148148148148145,0.024691358024691357,0.014465338373481426,0.5180066245106895,0.6296296296296297,0.4146341463414634,0.005255126896345748,2
"['Hotel', 'Luas']",0.3577687443541102,0.6419753086419753,0.037037037037037035,0.03190084273872951,0.5523637458596808,0.6296296296296297,0.4567901234567901,0.003477549861316139,2
"['Hotel', 'Museum']",0.33051791629027394,0.48148148148148145,0.18518518518518517,0.009538218463418532,0.5388587774766637,0.6419753086419753,0.4074074074074074,0.005442487928007523,2
"['Hotel', 'Restaurant']",0.2392803372478169,0.43209876543209874,0.0,0.018747749917694564,0.498193315266486,0.5802469135802469,0.4444444444444444,0.002146283616136708,2
"['Hotel', 'Company']",0.41806684733514,0.6666666666666666,0.20987654320987653,0.021854505754398776,0.5338452273411625,0.6296296296296297,0.48148148148148145,0.0023305281030327122,2
"['Hotel', 'Liffey']",0.30591689250225834,0.5061728395061729,0.13580246913580246,0.014127005466749104,0.5438121047877146,0.6296296296296297,0.48148148148148145,0.0016961946192783233,2
"['Hotel', 'Price Area']",0.323170731707317,0.6172839506172839,0.19753086419753085,0.011629094723648228,0.5154320987654322,0.6419753086419753,0.41975308641975306,0.004825864959609816,2
"['Tourism', 'University']",0.27871123155676003,0.6049382716049383,0.06172839506172839,0.037307145743677994,0.541358024691358,0.6049382716049383,0.4691358024691358,0.002073235787227558,2
"['Tourism', 'Cafe']",0.3032821439325505,0.5679012345679012,0.024691358024691357,0.03728369130190014,0.5599367660343271,0.6790123456790124,0.45121951219512196,0.004635935481607152,2
"['Tourism', 'Pub']",0.29846431797651307,0.5308641975308642,0.0,0.02977750830738593,0.5451671183378501,0.6172839506172839,0.4146341463414634,0.00460620737560047,2
"['Tourism', 'Luas']",0.2293285155073773,0.3950617283950617,0.037037037037037035,0.009476765930963534,0.5487503763926529,0.6790123456790124,0.48148148148148145,0.003068085430093153,2
"['Tourism', 'Museum']",0.45630834086118643,0.654320987654321,0.18518518518518517,0.019570789518327115,0.5562029509183981,0.654320987654321,0.43209876543209874,0.005439811358031945,2
"['Tourism', 'Restaurant']",0.3268744354110208,0.5679012345679012,0.012345679012345678,0.028441151184404878,0.5463565191207468,0.6296296296296297,0.43209876543209874,0.004280918214013349,2
"['Tourism', 'Company']",0.18000602228244506,0.35802469135802467,0.024691358024691357,0.01313653290435678,0.5118187292984041,0.5802469135802469,0.4268292682926829,0.002807693116745146,2
"['Tourism', 'Liffey']",0.28614875037639265,0.49382716049382713,0.037037037037037035,0.012893252459574681,0.5302619692863595,0.6049382716049383,0.4567901234567901,0.001815896776519374,2
"['Tourism', 'Price Area']",0.2639114724480578,0.5061728395061729,0.037037037037037035,0.02032556797095958,0.5130382414935262,0.6049382716049383,0.43902439024390244,0.0026747529544953186,2
"['University', 'Cafe']",0.3908912978018669,0.6296296296296297,0.04938271604938271,0.02897055170073264,0.5500150557061125,0.6172839506172839,0.4691358024691358,0.0023335156701294337,2
"['University', 'Pub']",0.3848690153568203,0.6419753086419753,0.1111111111111111,0.04272036911459483,0.5501053899427882,0.6172839506172839,0.4146341463414634,0.003373646901847586,2
