restaurants,combo,Rating_3.5-,Rating_4,Rating_4+,max_Accuracy,min_Reviews
851,"['Tourism', 'University', 'Price Area']",125,337,389,0.47953216374269003,0.0
617,"['Cafe', 'Company']",69,258,290,0.5483870967741935,50.0
498,"['Restaurant', 'Company', 'Price Area']",40,212,246,0.58,100.0
430,"['Museum', 'Restaurant', 'Company', 'Liffey']",31,182,217,0.7325581395348837,150.0
368,"['Hotel', 'University', 'Cafe', 'Pub', 'Price Area']",25,152,191,0.6486486486486487,200.0
