combo,KF_acc_mean,KF_acc_max,KF_acc_min,KF_var,CV_acc_mean,CV_acc_max,CV_acc_min,CV_var,nFeatures
"['University', 'Liffey']",0.39351099066546213,0.5185185185185185,0.25609756097560976,0.006745038167869716,0.5659590484793737,0.6419753086419753,0.5061728395061729,0.0014621962598561373,2
"['University', 'Price Area']",0.3982535380909364,0.5185185185185185,0.14814814814814814,0.0155592893344036,0.5561126166817224,0.6049382716049383,0.49382716049382713,0.0013302972126044326,2
"['Cafe', 'Pub']",0.2861487503763926,0.43209876543209874,0.13580246913580246,0.010789914553767639,0.5587021981330925,0.6419753086419753,0.45121951219512196,0.003532593858341808,2
"['Cafe', 'Luas']",0.37365251430292074,0.5061728395061729,0.1728395061728395,0.00972070826466236,0.5599217103282145,0.691358024691358,0.4634146341463415,0.005112815339067102,2
"['Cafe', 'Museum']",0.41930141523637454,0.5432098765432098,0.32098765432098764,0.005167616114583309,0.5549533273110508,0.6419753086419753,0.48148148148148145,0.0026991648684595512,2
"['Cafe', 'Restaurant']",0.32314062029509183,0.4691358024691358,0.12345679012345678,0.009027929309538335,0.5475760313158686,0.6419753086419753,0.4444444444444444,0.003665980568936138,2
"['Cafe', 'Company']",0.37246311352002415,0.5555555555555556,0.2962962962962963,0.006902215931557425,0.5462812405901837,0.6172839506172839,0.43209876543209874,0.0022358208660208994,2
"['Cafe', 'Liffey']",0.4009635651912074,0.5185185185185185,0.21951219512195122,0.006080006412162217,0.5635200240891297,0.6172839506172839,0.5308641975308642,0.000657511609576933,2
"['Cafe', 'Price Area']",0.40329719963866306,0.5185185185185185,0.2839506172839506,0.005303326236614768,0.5524239686841312,0.6172839506172839,0.48148148148148145,0.002144759458233948,2
"['Pub', 'Luas']",0.35772357723577236,0.49382716049382713,0.1728395061728395,0.007231272419786996,0.5513399578440229,0.691358024691358,0.4146341463414634,0.006418654169478562,2
"['Pub', 'Museum']",0.42190605239385726,0.48148148148148145,0.25609756097560976,0.004639841532912969,0.5586871424269797,0.6419753086419753,0.4634146341463415,0.003125424957618707,2
"['Pub', 'Restaurant']",0.29847937368262567,0.43209876543209874,0.14814814814814814,0.01015177679546209,0.559936766034327,0.6419753086419753,0.45121951219512196,0.004026272320503658,2
"['Pub', 'Company']",0.32315567600120443,0.4074074074074074,0.24390243902439024,0.001900288520098891,0.5278078891900029,0.5802469135802469,0.4444444444444444,0.0018810885280052913,2
"['Pub', 'Liffey']",0.41085516410719664,0.5432098765432098,0.2073170731707317,0.008000262443488965,0.5659891598915989,0.6049382716049383,0.5308641975308642,0.0005816011111029511,2
"['Pub', 'Price Area']",0.42437518819632636,0.5061728395061729,0.25609756097560976,0.006177754031379519,0.5697530864197531,0.6666666666666666,0.49382716049382713,0.0036736015851242193,2
"['Luas', 'Museum']",0.413038241493526,0.5432098765432098,0.25925925925925924,0.010371564490511916,0.5586118638964168,0.6419753086419753,0.5061728395061729,0.001932017706707228,2
"['Luas', 'Restaurant']",0.37369768142125864,0.5185185185185185,0.16049382716049382,0.008099609249797874,0.5549834387232762,0.7037037037037037,0.4634146341463415,0.0049181692225099185,2
"['Luas', 'Company']",0.4487353206865402,0.5555555555555556,0.30864197530864196,0.005757133598469714,0.56225534477567,0.6049382716049383,0.5061728395061729,0.0006872549027608109,2
"['Luas', 'Liffey']",0.27128876844324,0.38271604938271603,0.14814814814814814,0.004123932670120638,0.5376543209876543,0.654320987654321,0.4691358024691358,0.0032194025301021203,2
"['Luas', 'Price Area']",0.3118789521228545,0.48148148148148145,0.19753086419753085,0.006583125631684568,0.5216199939777175,0.5679012345679012,0.43209876543209874,0.0016545962609079076,2
"['Museum', 'Restaurant']",0.42550436615477266,0.49382716049382713,0.34146341463414637,0.0025764969048532862,0.5673291177356218,0.6419753086419753,0.4634146341463415,0.0028594408162958126,2
"['Museum', 'Company']",0.3872026498042758,0.5185185185185185,0.30864197530864196,0.004535053410355442,0.5241342968985244,0.6049382716049383,0.43209876543209874,0.0025247165642053562,2
"['Museum', 'Liffey']",0.41451370069256244,0.5432098765432098,0.24390243902439024,0.006357074926097381,0.5647696476964769,0.6172839506172839,0.5061728395061729,0.0010942057428202495,2
"['Museum', 'Price Area']",0.4279584462511291,0.5185185185185185,0.3333333333333333,0.003844601040108564,0.5660192713038242,0.6666666666666666,0.5061728395061729,0.002563465173445269,2
"['Restaurant', 'Company']",0.35766335441132185,0.48148148148148145,0.25925925925925924,0.004191494074598144,0.540138512496236,0.5802469135802469,0.4444444444444444,0.0019131454856319795,2
"['Restaurant', 'Liffey']",0.43059319482083713,0.5679012345679012,0.21951219512195122,0.008144534053323403,0.5758657031014754,0.6049382716049383,0.5432098765432098,0.0005218243816484137,2
"['Restaurant', 'Price Area']",0.4354110207768745,0.5308641975308642,0.3170731707317073,0.004878647200604297,0.5697079193014152,0.654320987654321,0.48148148148148145,0.0034174684816204804,2
"['Company', 'Liffey']",0.3502860584161397,0.4444444444444444,0.2682926829268293,0.002833393220679839,0.5894007828967178,0.654320987654321,0.49382716049382713,0.0017935412516827173,2
"['Company', 'Price Area']",0.31936163806082507,0.41975308641975306,0.19753086419753085,0.0044037047282714775,0.5265582655826557,0.6419753086419753,0.4444444444444444,0.0030322863066698184,2
"['Liffey', 'Price Area']",0.3416440831074977,0.5061728395061729,0.2222222222222222,0.005688512718376874,0.543797049081602,0.6172839506172839,0.49382716049382713,0.0010715004595594478,2
"['Hotel', 'Tourism', 'University']",0.27625715146040347,0.345679012345679,0.23170731707317074,0.0008843763025271187,0.5647997591087022,0.6419753086419753,0.4444444444444444,0.003531912702110728,3
"['Hotel', 'Tourism', 'Cafe']",0.3194971394158386,0.41975308641975306,0.2073170731707317,0.0037285311116351818,0.5671936163806082,0.654320987654321,0.48148148148148145,0.00202940604718035,3
"['Hotel', 'Tourism', 'Pub']",0.3367660343270099,0.4567901234567901,0.21951219512195122,0.005002686996992757,0.553733815115929,0.6049382716049383,0.47560975609756095,0.0023276296189306033,3
"['Hotel', 'Tourism', 'Luas']",0.3674947305028605,0.4691358024691358,0.25925925925925924,0.004626451429457918,0.5524691358024691,0.654320987654321,0.4691358024691358,0.002493903368388966,3
"['Hotel', 'Tourism', 'Museum']",0.35900331225534476,0.4691358024691358,0.2073170731707317,0.004754698300604739,0.5931195423065342,0.6790123456790124,0.49382716049382713,0.0030552758394859544,3
"['Hotel', 'Tourism', 'Restaurant']",0.3429388738331828,0.49382716049382713,0.21951219512195122,0.007680929828803791,0.5660493827160494,0.6296296296296297,0.5,0.0021951684194482556,3
"['Hotel', 'Tourism', 'Company']",0.3441132189099668,0.5432098765432098,0.24691358024691357,0.006281521666299,0.553613369467028,0.5925925925925926,0.49382716049382713,0.0012923084155730309,3
"['Hotel', 'Tourism', 'Liffey']",0.39354110207768744,0.48148148148148145,0.23170731707317074,0.005440121448455943,0.5757151460403492,0.6707317073170732,0.49382716049382713,0.002154713406179196,3
"['Hotel', 'Tourism', 'Price Area']",0.3552393857271906,0.4691358024691358,0.24691358024691357,0.005756045561894275,0.5634899126769045,0.6296296296296297,0.5061728395061729,0.0022390706952671586,3
"['Hotel', 'University', 'Cafe']",0.326904546823246,0.49382716049382713,0.19753086419753085,0.007902418941048454,0.5660493827160493,0.6296296296296297,0.4691358024691358,0.0020427526291723836,3
"['Hotel', 'University', 'Pub']",0.3132941884974405,0.4074074074074074,0.19753086419753085,0.0035880837236891214,0.5697530864197531,0.6419753086419753,0.4691358024691358,0.002911522633744856,3
"['Hotel', 'University', 'Luas']",0.3675248419150858,0.48148148148148145,0.24691358024691357,0.004917093199671666,0.5684884071062932,0.691358024691358,0.49382716049382713,0.0035421232453483483,3
"['Hotel', 'University', 'Museum']",0.37984040951520626,0.48148148148148145,0.30864197530864196,0.0032037801382731276,0.5784101174345077,0.6666666666666666,0.4691358024691358,0.004844472878466949,3
"['Hotel', 'University', 'Restaurant']",0.33426678711231556,0.4444444444444444,0.20987654320987653,0.006407818231884349,0.5660343270099368,0.6296296296296297,0.4444444444444444,0.0027607259778978065,3
"['Hotel', 'University', 'Company']",0.33179765130984645,0.4691358024691358,0.24390243902439024,0.0038457459719299252,0.5414031918096959,0.6049382716049383,0.4634146341463415,0.001989964494646452,3
"['Hotel', 'University', 'Liffey']",0.3848991267690455,0.5308641975308642,0.23170731707317074,0.006177442127561226,0.5769798253538091,0.6463414634146342,0.5061728395061729,0.0018588835148949032,3
"['Hotel', 'University', 'Price Area']",0.3428635953026197,0.4567901234567901,0.2345679012345679,0.004151249641741289,0.5659741041854864,0.654320987654321,0.49382716049382713,0.0022720778715030624,3
"['Hotel', 'Cafe', 'Pub']",0.3133092442035531,0.38271604938271603,0.21951219512195122,0.002372994170572037,0.5673140620295093,0.6666666666666666,0.4444444444444444,0.004097883261110372,3
"['Hotel', 'Cafe', 'Luas']",0.35031616982836494,0.5061728395061729,0.16049382716049382,0.010890887068059681,0.5599066546221018,0.7037037037037037,0.47560975609756095,0.004918326307790498,3
"['Hotel', 'Cafe', 'Museum']",0.37500752785305635,0.43209876543209874,0.24390243902439024,0.003925113706622361,0.5881963264077086,0.6666666666666666,0.43209876543209874,0.003936755697979543,3
"['Hotel', 'Cafe', 'Restaurant']",0.3355164107196627,0.5061728395061729,0.23170731707317074,0.006057739970320176,0.571017765733213,0.6666666666666666,0.4444444444444444,0.003859891580782047,3
"['Hotel', 'Cafe', 'Company']",0.3429238181270702,0.4567901234567901,0.23170731707317074,0.0037147747025330657,0.5450316169828364,0.5925925925925926,0.48148148148148145,0.0012971501783337284,3
"['Hotel', 'Cafe', 'Liffey']",0.38866305329719963,0.4567901234567901,0.18292682926829268,0.0058004374541721256,0.5832128876844325,0.6172839506172839,0.5308641975308642,0.000981400150747467,3
"['Hotel', 'Cafe', 'Price Area']",0.42056609454983435,0.5432098765432098,0.2839506172839506,0.006815588952838239,0.5573170731707318,0.6296296296296297,0.4691358024691358,0.00277141072374289,3
"['Hotel', 'Pub', 'Luas']",0.3478470340258958,0.41975308641975306,0.16049382716049382,0.006853429958234808,0.5623607347184583,0.7160493827160493,0.4878048780487805,0.0048784876219065635,3
"['Hotel', 'Pub', 'Museum']",0.3786811201445347,0.5185185185185185,0.2682926829268293,0.004463238462890833,0.5771755495332731,0.6666666666666666,0.4444444444444444,0.004914621316576844,3
"['Hotel', 'Pub', 'Restaurant']",0.33059319482083704,0.4444444444444444,0.21951219512195122,0.0033456299600300695,0.556202950918398,0.6666666666666666,0.4567901234567901,0.0034584060844456014,3
"['Hotel', 'Pub', 'Company']",0.37377295995182175,0.5308641975308642,0.24390243902439024,0.007577776707875147,0.5635350797952423,0.6296296296296297,0.49382716049382713,0.0020756519084478876,3
"['Hotel', 'Pub', 'Liffey']",0.4145438121047877,0.5679012345679012,0.21951219512195122,0.007701450198616543,0.5758205359831375,0.6296296296296297,0.5061728395061729,0.0011718707002721265,3
"['Hotel', 'Pub', 'Price Area']",0.43550135501355014,0.5432098765432098,0.24390243902439024,0.007249153394207166,0.578319783197832,0.654320987654321,0.48148148148148145,0.0030207739730045433,3
"['Hotel', 'Luas', 'Museum']",0.402002408912978,0.5061728395061729,0.3333333333333333,0.002983362062032411,0.551219512195122,0.6419753086419753,0.4691358024691358,0.002546897776515656,3
"['Hotel', 'Luas', 'Restaurant']",0.35647395362842516,0.49382716049382713,0.1728395061728395,0.007697079238349008,0.5537488708220415,0.7283950617283951,0.4634146341463415,0.00547917085447411,3
"['Hotel', 'Luas', 'Company']",0.3933905450165613,0.5555555555555556,0.2716049382716049,0.011325465423512343,0.5388286660644384,0.5802469135802469,0.48148148148148145,0.000928886065433976,3
"['Hotel', 'Luas', 'Liffey']",0.43304727491719364,0.5432098765432098,0.23170731707317074,0.009059736245426959,0.5794790725685035,0.6666666666666666,0.5308641975308642,0.001849909026541835,3
"['Hotel', 'Luas', 'Price Area']",0.36753989762119843,0.4567901234567901,0.2926829268292683,0.0024549949537770325,0.5623005118940079,0.654320987654321,0.49382716049382713,0.0023834202810561677,3
"['Hotel', 'Museum', 'Restaurant']",0.40823547124360127,0.5185185185185185,0.2962962962962963,0.004648904877586364,0.5931345980126468,0.6666666666666666,0.4444444444444444,0.0039862722425277036,3
"['Hotel', 'Museum', 'Company']",0.3798554652213189,0.5308641975308642,0.30864197530864196,0.006991836370904782,0.5746160794941283,0.6790123456790124,0.4567901234567901,0.003343337829644482,3
"['Hotel', 'Museum', 'Liffey']",0.4601475459199037,0.6666666666666666,0.2804878048780488,0.012379100095828823,0.5819180969587474,0.6463414634146342,0.49382716049382713,0.002049663474820703,3
"['Hotel', 'Museum', 'Price Area']",0.44031918096958744,0.5308641975308642,0.34146341463414637,0.0035278688328386843,0.5746010237880157,0.691358024691358,0.4567901234567901,0.0035701438139544503,3
"['Hotel', 'Restaurant', 'Company']",0.38479373682625717,0.5308641975308642,0.2716049382716049,0.006233623576156804,0.5573170731707318,0.6419753086419753,0.49382716049382713,0.0018264328240324777,3
"['Hotel', 'Restaurant', 'Liffey']",0.4145438121047877,0.5802469135802469,0.21951219512195122,0.00855497862416143,0.5770400481782596,0.6296296296296297,0.5185185185185185,0.0010256379045104648,3
"['Hotel', 'Restaurant', 'Price Area']",0.46133694670280034,0.5308641975308642,0.3170731707317073,0.004354820151634218,0.5746010237880157,0.6790123456790124,0.48148148148148145,0.0029299974947957857,3
"['Hotel', 'Company', 'Liffey']",0.4599819331526648,0.5925925925925926,0.35802469135802467,0.0070262355539343815,0.5942938873833182,0.654320987654321,0.5061728395061729,0.0024457432427715145,3
"['Hotel', 'Company', 'Price Area']",0.3342667871123156,0.4691358024691358,0.2222222222222222,0.007871009818532726,0.5499096657633242,0.6172839506172839,0.4444444444444444,0.0032303681253882375,3
"['Hotel', 'Liffey', 'Price Area']",0.4305329719963867,0.6296296296296297,0.2682926829268293,0.015483717940662296,0.5806985847636255,0.6341463414634146,0.5061728395061729,0.0020888171510106816,3
"['Tourism', 'University', 'Cafe']",0.39101174345076783,0.5432098765432098,0.2804878048780488,0.007057632889387208,0.5573923517012948,0.6049382716049383,0.48148148148148145,0.0015411394336098676,3
"['Tourism', 'University', 'Pub']",0.3256398675097862,0.4074074074074074,0.2222222222222222,0.0036561132105683526,0.5562180066245107,0.5925925925925926,0.4634146341463415,0.001976432946436593,3
"['Tourism', 'University', 'Luas']",0.34042457091237577,0.48148148148148145,0.2345679012345679,0.0064599834654708406,0.5426076482987052,0.6296296296296297,0.4444444444444444,0.0037512055671930144,3
"['Tourism', 'University', 'Museum']",0.3736525143029208,0.48148148148148145,0.2716049382716049,0.0036850429697378034,0.5500150557061125,0.6419753086419753,0.4691358024691358,0.0031870440956743205,3
"['Tourism', 'University', 'Restaurant']",0.35400481782595605,0.4567901234567901,0.20987654320987653,0.006799313059041126,0.5561728395061729,0.6172839506172839,0.4691358024691358,0.0023658741045572322,3
"['Tourism', 'University', 'Company']",0.30466726889491114,0.345679012345679,0.21951219512195122,0.0013882766416409183,0.5425624811803673,0.6172839506172839,0.48148148148148145,0.0015743982183038401,3
"['Tourism', 'University', 'Liffey']",0.3860283047274917,0.5308641975308642,0.2962962962962963,0.0054496487953939075,0.5610358325805479,0.6172839506172839,0.49382716049382713,0.0014056126910762226,3
"['Tourism', 'University', 'Price Area']",0.37371273712737124,0.49382716049382713,0.20987654320987653,0.009295304097609211,0.541282746160795,0.6172839506172839,0.48148148148148145,0.002054978306817428,3
"['Tourism', 'Cafe', 'Pub']",0.3268744354110208,0.43209876543209874,0.20987654320987653,0.0067676258071757995,0.5599217103282144,0.5925925925925926,0.4634146341463415,0.0020035332174393036,3
"['Tourism', 'Cafe', 'Luas']",0.37000903342366753,0.5061728395061729,0.24691358024691357,0.00910820442139983,0.5623757904245709,0.6666666666666666,0.47560975609756095,0.003183685916119088,3
"['Tourism', 'Cafe', 'Museum']",0.4329268292682927,0.5432098765432098,0.32926829268292684,0.00415076546546522,0.5549533273110508,0.6172839506172839,0.4878048780487805,0.002394333287907806,3
"['Tourism', 'Cafe', 'Restaurant']",0.35895814513700686,0.5061728395061729,0.18518518518518517,0.00934907123837875,0.5623456790123457,0.6172839506172839,0.48148148148148145,0.0018476604176192648,3
"['Tourism', 'Cafe', 'Company']",0.350316169828365,0.48148148148148145,0.2222222222222222,0.005830682830900709,0.5462360734718458,0.6049382716049383,0.49382716049382713,0.0012132716253389576,3
"['Tourism', 'Cafe', 'Liffey']",0.38367961457392347,0.5308641975308642,0.21951219512195122,0.006594948735796703,0.5573471845829568,0.5925925925925926,0.48148148148148145,0.0010378075936067334,3
"['Tourism', 'Cafe', 'Price Area']",0.41068955133995777,0.5185185185185185,0.2962962962962963,0.006673135950804788,0.5511894007828967,0.6419753086419753,0.4691358024691358,0.002912823517475363,3
"['Tourism', 'Pub', 'Luas']",0.34040951520626317,0.48148148148148145,0.24691358024691357,0.0065457957768041645,0.5463565191207468,0.6172839506172839,0.45121951219512196,0.002451928730702878,3
"['Tourism', 'Pub', 'Museum']",0.4021077988557663,0.5061728395061729,0.2926829268292683,0.004778406390909237,0.5463414634146341,0.654320987654321,0.4634146341463415,0.003111298616080945,3
"['Tourism', 'Pub', 'Restaurant']",0.34661246612466123,0.4444444444444444,0.18518518518518517,0.006476219464593522,0.5611713339355615,0.654320987654321,0.45121951219512196,0.0033890256188185363,3
"['Tourism', 'Pub', 'Company']",0.349096657633243,0.49382716049382713,0.23170731707317074,0.005311051296300375,0.5659891598915989,0.6790123456790124,0.49382716049382713,0.002563006384689295,3
"['Tourism', 'Pub', 'Liffey']",0.38738331827762723,0.5185185185185185,0.21951219512195122,0.005705323790164529,0.5709424872026497,0.654320987654321,0.5185185185185185,0.0016587017855858917,3
"['Tourism', 'Pub', 'Price Area']",0.400903342366757,0.48148148148148145,0.2682926829268293,0.003965842542429572,0.5671936163806083,0.654320987654321,0.49382716049382713,0.003340181843552853,3
"['Tourism', 'Luas', 'Museum']",0.4068804576934658,0.5432098765432098,0.2839506172839506,0.009395772714962256,0.5561728395061729,0.6419753086419753,0.49382716049382713,0.0017257277853985667,3
"['Tourism', 'Luas', 'Restaurant']",0.3663203854260765,0.49382716049382713,0.2716049382716049,0.006796667316768518,0.5487654320987654,0.6049382716049383,0.5,0.0013142051516537106,3
"['Tourism', 'Luas', 'Company']",0.3724028906955736,0.5308641975308642,0.2222222222222222,0.011165391669139687,0.5524239686841312,0.6419753086419753,0.48148148148148145,0.0021752426162891213,3
"['Tourism', 'Luas', 'Liffey']",0.36753989762119843,0.5185185185185185,0.2839506172839506,0.006936019187887686,0.5610809996988857,0.7160493827160493,0.49382716049382713,0.003556918729380006,3
"['Tourism', 'Luas', 'Price Area']",0.33788015657934356,0.48148148148148145,0.24691358024691357,0.005081211503339229,0.5253839205058717,0.6172839506172839,0.43902439024390244,0.002657652646318025,3
"['Tourism', 'Museum', 'Restaurant']",0.44280337247816914,0.5308641975308642,0.32926829268292684,0.0037625141206746814,0.5587021981330924,0.6296296296296297,0.45121951219512196,0.0031667959616797138,3
"['Tourism', 'Museum', 'Company']",0.3575880758807588,0.49382716049382713,0.24691358024691357,0.004970470460668339,0.5438271604938271,0.654320987654321,0.48148148148148145,0.0018933851547020281,3
"['Tourism', 'Museum', 'Liffey']",0.38238482384823846,0.5555555555555556,0.2682926829268293,0.004982381514403655,0.5463113520024088,0.6049382716049383,0.48148148148148145,0.001958684349799771,3
"['Tourism', 'Museum', 'Price Area']",0.4180367359229148,0.49382716049382713,0.3333333333333333,0.0029038254549964945,0.5499548328816621,0.6296296296296297,0.49382716049382713,0.0019098160937111401,3
"['Tourism', 'Restaurant', 'Company']",0.3774766636555254,0.5555555555555556,0.24390243902439024,0.008803905978770048,0.578319783197832,0.6790123456790124,0.5432098765432098,0.0016185487024665153,3
"['Tourism', 'Restaurant', 'Liffey']",0.4046672688949111,0.5308641975308642,0.21951219512195122,0.006677959579622562,0.5660042155977115,0.6172839506172839,0.5308641975308642,0.0006279249483250619,3
"['Tourism', 'Restaurant', 'Price Area']",0.4230803974706414,0.5432098765432098,0.3048780487804878,0.005698131188378028,0.5585516410719662,0.6419753086419753,0.49382716049382713,0.0022015987156090893,3
"['Tourism', 'Company', 'Liffey']",0.4254290876242096,0.5925925925925926,0.2716049382716049,0.00987430389459972,0.5721168322794339,0.6172839506172839,0.5185185185185185,0.0008662584534775046,3
"['Tourism', 'Company', 'Price Area']",0.30837097259861485,0.3950617283950617,0.18518518518518517,0.005046738877840783,0.5068051791629027,0.6049382716049383,0.43209876543209874,0.002593923624003212,3
"['Tourism', 'Liffey', 'Price Area']",0.3749171936163806,0.5308641975308642,0.30864197530864196,0.006360017158336795,0.549924721469437,0.6049382716049383,0.48148148148148145,0.0012972487816483786,3
"['University', 'Cafe', 'Pub']",0.33428184281842815,0.4567901234567901,0.1728395061728395,0.007265690870130956,0.559936766034327,0.6172839506172839,0.45121951219512196,0.003050811262738075,3
"['University', 'Cafe', 'Luas']",0.3872177055103884,0.5308641975308642,0.25925925925925924,0.009087183781436668,0.5549533273110508,0.6790123456790124,0.48148148148148145,0.003125929081231995,3
"['University', 'Cafe', 'Museum']",0.4069557362240289,0.5308641975308642,0.32098765432098764,0.004059070049698792,0.5512646793134597,0.6049382716049383,0.47560975609756095,0.0017333567351866773,3
"['University', 'Cafe', 'Restaurant']",0.3662902740138512,0.4567901234567901,0.2345679012345679,0.003917840408789848,0.5488256549232159,0.6172839506172839,0.45121951219512196,0.002796091020062397,3
