Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Dublin 8,53.346592,-6.280417,Oscars Café Bar,53.34863217787676,-6.278501712977084,Pub
Dublin 8,53.346592,-6.280417,Christophe's,53.348227310092355,-6.277160466315129,Wine Bar
Dublin 8,53.346592,-6.280417,O'Shea's Merchant Hotel,53.34512612293598,-6.275921762332368,Hotel
Dublin 7,53.346592,-6.272853,Hacienda,53.34818753089988,-6.2703793970163035,Pub
Dublin 7,53.346592,-6.272853,Sin É,53.34598021317603,-6.269486515536383,Pub
Dublin 7,53.346592,-6.272853,McNeills,53.347765898476,-6.268583760454216,Pub
Dublin 7,53.346592,-6.272853,Hughes' Pub,53.34675732954066,-6.272514230351607,Pub
Dublin 7,53.346592,-6.272853,The Brazen Head,53.344981786479565,-6.2763350556607875,Irish Pub
Dublin 7,53.346592,-6.272853,Slattery's Bar,53.348284160625184,-6.2689125537872314,Pub
Dublin 7,53.346592,-6.272853,Jack Nealon's,53.34646307576419,-6.268048075454248,Pub
Dublin 7,53.346592,-6.272853,Darkey Kelly's,53.343936,-6.270008,Pub
Dublin 7,53.346592,-6.272853,O'Sheas Merchant,53.34505164200867,-6.275904169224068,Pub
Dublin 7,53.346592,-6.272853,The Boars Head,53.347315447939835,-6.268398358603834,Pub
Dublin 7,53.346592,-6.272853,Soup Dragon,53.34630321713481,-6.267984618111448,Soup Place
Dublin 7,53.346592,-6.272853,O'Shea's Merchant Hotel,53.34512612293598,-6.275921762332368,Hotel
Dublin 7,53.346592,-6.272853,Christophe's,53.348227310092355,-6.277160466315129,Wine Bar
Dublin 1,53.346592,-6.265288,The Temple Bar,53.3454766557522,-6.264191652531398,Pub
Dublin 1,53.346592,-6.265288,The Porterhouse,53.3451586076574,-6.2675166184520785,Pub
Dublin 1,53.346592,-6.265288,The Quays,53.34555406708629,-6.26312100060066,Pub
Dublin 1,53.346592,-6.265288,The Old Storehouse,53.34519858119154,-6.262700567062219,Pub
Dublin 1,53.346592,-6.265288,The Church,53.34860643955058,-6.266716011667611,Pub
Dublin 1,53.346592,-6.265288,The Stag's Head,53.34386136039415,-6.26353760982456,Pub
Dublin 1,53.346592,-6.265288,Bad Bobs,53.34513496318621,-6.265922984829848,Pub
Dublin 1,53.346592,-6.265288,Bison Bar & BBQ,53.34542138294974,-6.266350038073391,Pub
Dublin 1,53.346592,-6.265288,Merchant's Arch Bar & Restaurant,53.34642196575516,-6.26305531042032,Pub
Dublin 1,53.346592,-6.265288,McNeills,53.347765898476,-6.268583760454216,Pub
Dublin 1,53.346592,-6.265288,The Auld Dubliner,53.345667545085405,-6.261940131112962,Pub
Dublin 1,53.346592,-6.265288,Quays Bar,53.345557383732505,-6.263108634780885,Pub
Dublin 1,53.346592,-6.265288,The Norseman,53.34542049254995,-6.26478792057142,Pub
Dublin 1,53.346592,-6.265288,Jack Nealon's,53.34646307576419,-6.268048075454248,Pub
Dublin 1,53.346592,-6.265288,Peadar Kearney's,53.34425884593266,-6.265321531244699,Pub
Dublin 1,53.346592,-6.265288,Oliver St John Gogarty,53.345633707181314,-6.2617806726979985,Pub
